code,Rgst_years,Corp_Rgst_Cap,Shareholders_Num,Per_Capita_Shareholding,Employees_Num,Bachelor_Person_Pro,Technicians_Person_Pro,Cash_Flow_Ratio,Net_Cash_Flow_to_Liability_Ratio,Net_Cash_Flow_to_Net_Profit_Ratio,Operating_Cash_Return_Flow,Net_Cash_Flow_to_Sales_Revenue_Ratio,Current_Assets_Turnover_Days,Current_Assets_Turnover_Rate,Total_Asset_Turnover_Days,Inventory_Turnover_Days,Total_Asset_Turnover_Rate,Inventory_Turnover_Rate,Accounts_Receivable_Turnover_Days,Accounts_Receivable_Turnover_Rate,Total_Asset_Growth_Rate,Net_Asset_Growth_Rate,Net_Profit_Growth_Rate,Main_Business_Revenue_Growth_Rate,Equity_ratio,Capital_fixed_ratio,Capitalization_ratio,Long_term_assets_to_long_term_funding_ratio,Liabilities_to_owner_equity_ratio,Long_term_debt_ratio,Shareholders_equity_ratio,Long_term_debt_to_working_capital_ratio,Gearing_ratio,Interest_payment_multiple,Cash_ratio,Quick_ratio,Liquidity_ratio,Total_asset_margin,Profit_margin_of_main_business,Total_net_asset_margin,Cost_and_expense_margins,Operating_margin,Cost_ratio_of_main_business,Net_profit_margin_on_sales,Return_on_equity,Return_on_equity.1,Return_on_net_assets,Return_on_assets,Three_cost_ratios,Non_main_proportion,Proportion_of_main_profit,Main_business_income,Main_business_profit,Operating_profit,Investment_income,Net_non_operating_income_and_expenditure,Total_profit,Net_profit,Net_cash_flow_from_operating_activities,Net_increase_in_cash_and_cash_equivalents,Total_assets,liquid_asset,Total_liabilities,Current_liabilities,Shareholders_equity_does_not_include_minority_interests,Return_on_equity_weighting,Operating_income,Operating_costs,Operating_profit.1,Total_profit.1,Income_tax_expense,Net_profit.1,Basic_earnings_per_share,Monetary_funds,Accounts_receivable,Stocks,Total_current_assets,Total_assets.1,Total_current_liabilities,Total_non_current_liabilities,Total_liabilities.1,Total_owners_equity,Opening_cash_and_cash_equivalents_balances,Net_cash_flow_from_operating_activities.1,Net_cash_flows_from_investing_activities,Net_cash_flows_from_fund_raising_activities,Net_increase_in_cash_and_cash_equivalents.1,Closing_cash_and_cash_equivalents_balances,Total_current_assets.1,Total_non_current_assets,Total_assets.2,Total_current_liabilities.1,Total_non_current_liabilities.1,Total_liabilities.2,Total_owners_equity.1,Total_liabilities_and_owners_equity,y
597,29,143431.6265,41325,3.45,7102,35.71,17.35,6.51,0.06,4.92,0.04,0.1,325.5,0.83,583.91,85.4,0.46,3.16,82.3,3.28,9.69,4.67,373.2,7.6,231.91,139.13,0,0,242.16,0,29.23,0,70.77,-3543.4,43.86,0.75,0.88,0.9,37.71,0.96,3.36,3.47,61.35,2.08,9.59,9.59,3.07,0.9,32.31,-9.16,231.91,656942,247740,22767,0,-1910,20857,13663,67268,118417,1523641,904090,1078346,1032670,429743,3.05,656942,403053,22767,20857,7194,13663,0.09,452968,215959,130253,904090,1523641,1032670,45677,1078346,445294,122062,67268,-17499,67722,118417,240479,904090,619551,1523641,1032670,45677,1078346,445294,1523641,0
2999,0,34759.2,26201,1.33,2152,37.69,10.64,-19.85,-0.17,-7.41,-0.14,-0.07,104.81,2.58,130.55,48.6,2.07,5.56,6.83,39.52,25.49,7.56,5.38,36.55,337.42,94.08,0,0,384.89,0,20.62,0,79.38,683.48,20.54,0.66,1.16,1.86,6.52,2.03,1.32,1.28,93.38,0.98,36.83,36.83,9.04,1.86,4.55,1.47,337.42,1302514,84912,16717,128,120,16837,12803,-94922,-20590,687064,553755,545369,478103,114293,7.89,1302514,1216308,16717,16837,4034,12803,0.26,98183,59588,239016,553755,687064,478103,67266,545369,141695,87443,-94922,-22466,96786,-20590,66853,553755,133308,687064,478103,67266,545369,141695,687064,1
698,26,81951.4395,63543,1.29,2621,31.25,10,19.2,0.14,0,0.08,0.14,256.65,1.05,531.39,56.52,0.51,4.78,5.79,46.63,-16.78,-10.47,-174.93,-40.8,105.62,121.15,15.26,102.66,121.01,8.15,45.25,1.47,54.75,-314.3,57.46,0.96,1.14,-2.82,2.21,-2.6,-4.62,-4.73,97.07,-5.11,-29.59,-29.59,-6.24,-2.82,3.9,-0.8,105.62,474518,10501,-22451,0,177,-22274,-24250,65362,17486,858790,388007,470210,340436,387573,-6.09,474518,460602,-22451,-22274,1976,-24250,-0.3,195621,11256,61274,388007,858790,340436,129774,470210,388580,105253,65362,1567,-49467,17486,122738,388007,470783,858790,340436,129774,470210,388580,858790,0
1209,18,13152.272,17689,0.74,2019,3.67,5.6,-46.61,-0.41,-30.18,-0.06,-0.11,340.26,0.79,474.18,176.46,0.57,1.53,31.08,8.69,-1.36,-1.13,-95.65,6.05,16.3,46.26,0,0,18.46,0,84.42,0,15.58,-576.32,107.82,2.53,4.43,0.21,36.42,0.21,0.71,0.62,62.96,0.36,2.4,2.4,0.25,0.21,30.32,40.54,16.3,86386,31460,535,191,43,578,315,-9508,-55441,148246,90358,23102,20398,125158,0.26,86386,54388,535,578,263,315,0.02,21993,10331,38690,90358,148246,20398,2704,23102,125144,77434,-9508,-45580,-354,-55441,21993,90358,57888,148246,20398,2704,23102,125144,148246,0
2186,0,30846.3955,24773,1.25,3121,17.27,31.11,-19.13,-0.14,0,-0.06,-0.17,218.06,1.24,799.53,29.75,0.34,9.08,17.91,15.08,-17.82,-24.96,0,-22.31,58.49,134.58,0,0,79.44,0,55.73,0,44.27,-2557.44,44.63,0.62,0.77,-11.87,-8.78,-11.12,-24.18,-32.86,107.3,-32.93,-60.24,-60.24,-21.3,-11.87,26.71,-8.3,58.49,56434,-4952,-18544,1480,56,-18488,-18583,-9759,3389,156525,39131,69297,51019,84612,-18.76,56434,60554,-18544,-18488,94,-18583,-0.57,22673,3620,7283,39131,156525,51019,18278,69297,87227,18039,-9759,17569,-4421,3389,21428,39131,117394,156525,51019,18278,69297,87227,156525,1
1217,22,33187,28262,1.17,1024,9.08,12.89,20.72,0.19,0.78,0.05,0.09,243.57,1.11,422.07,29.7,0.64,9.09,9.52,28.35,24.58,9.79,-42.12,21.22,33.44,58.82,0,0,35.79,0,73.65,0,26.35,-5607.34,106.6,2.06,2.3,6.54,16.05,7.14,14.47,11.82,83.4,11.16,54.44,54.44,8.88,6.54,2.24,9.76,33.44,161909,25994,19138,920,1050,20188,18068,14092,16229,276156,156529,72779,68016,203377,9.11,161909,135024,19138,20188,2120,18068,0.54,72505,4875,16418,156529,276156,68016,4763,72779,203377,41102,14092,8775,-6637,16229,57331,156529,119628,276156,68016,4763,72779,203377,276156,0
301129,14,7439,5426,1.37,622,39.07,42.77,-69.71,-0.69,-4.31,-0.09,-0.88,2402.14,0.11,2724.52,582.52,0.1,0.46,441.9,0.61,171.63,258.56,190.23,37.35,14.68,15.97,0,0,14.91,0,87.02,0,12.98,-2715.04,65.88,5.73,6.74,2.07,54.26,2.01,28.58,23.62,44.68,20.29,47.26,47.26,2.37,2.07,36.81,34.89,14.68,17324,9400,4092,1431,-5,4087,3516,-15162,-57206,170224,146571,22089,21750,148135,2.37,17324,7741,4092,4087,571,3516,0.47,12505,27206,21874,146571,170224,21750,339,22089,148135,69615,-15162,-37903,-4141,-57206,12409,146571,23653,170224,21750,339,22089,148135,170224,1
2685,18,100769.0641,74561,1.35,910,15.38,24.18,6.41,0.06,5.14,0.02,0.11,1009.35,0.27,1436.17,519.53,0.19,0.52,371.39,0.73,-28.33,-35.02,0,-89.15,52.88,49.19,1.08,48.66,58.13,0.69,63.24,0.02,36.76,532.7,19.46,1.17,2.1,0.41,14.03,0.4,6.91,7.14,85.41,2.1,1.56,1.56,0.65,0.41,14.29,-1.37,52.88,74820,10499,5346,89,-160,5185,1573,8079,981,384741,265045,141429,125987,243312,0.65,74820,63904,5346,5185,3612,1573,0.02,20180,97765,117605,265045,384741,125987,15442,141429,243312,11454,8079,17110,-24481,981,12434,265045,119696,384741,125987,15442,141429,243312,384741,0
600353,28,59200.7971,23103,2.56,1426,19,12.69,-9.43,-0.09,-0.88,-0.02,-0.08,536.25,0.5,762.28,122.35,0.35,2.21,199.04,1.36,49.96,48.39,14.71,19.6,33.3,38.29,0.57,38.07,35.61,0.43,73.74,0.01,26.26,4094.97,97.38,2.48,2.97,2.59,25.52,3.07,12.08,10.15,73.99,8.67,11.81,11.81,3.51,2.59,9.59,4.25,33.3,80574,20559,8179,345,3,8182,6989,-6146,43654,270163,193894,70949,65192,179279,4.46,80574,59617,8179,8182,1193,6989,0.1,63452,71235,32004,193894,270163,65192,5757,70949,199214,19776,-6146,-14835,64595,43654,63430,193894,76270,270163,65192,5757,70949,199214,270163,0
688330,11,10000,6626,1.51,563,54.53,20.07,-61.39,-0.57,-1.07,-0.08,-0.37,1168.83,0.23,1298.7,333.5,0.21,0.81,245.23,1.1,12.08,7.59,-12.75,5,15.31,13.59,1.07,13.45,15.36,0.94,86.68,0.01,13.32,-10896.97,111.49,6.13,7.15,7.1,51.46,7.21,70.02,40.07,48.09,34.66,286.58,286.58,8.19,7.1,8.67,9.94,15.31,82681,42548,33129,3301,-8,33121,28658,-30583,-22684,403842,356259,53780,49817,350062,8.3,82681,39761,33129,33121,4463,28658,2.87,55541,93906,50863,356259,403842,49817,3963,53780,350062,76829,-30583,11529,-3630,-22684,54145,356259,47582,403842,49817,3963,53780,350062,403842,0
301199,12,13334,18151,0.73,1022,42.76,41.1,-5.47,-0.05,-4.44,-0.02,-0.14,1671.83,0.16,1809.65,672.65,0.15,0.4,196.16,1.38,69.24,107.34,-77.82,-12.72,62.02,13.15,0,0,64.42,0,60.82,0,39.18,22.08,82.34,1.48,2.44,0.46,13.57,0.47,3.27,3.03,85.7,3.15,9.96,9.96,0.76,0.46,5.91,0.5,62.02,42160,5720,1278,11,-5,1273,1328,-5899,-10008,285684,262838,111931,107753,173753,0.76,42160,36129,1278,1273,-55,1328,0.1,88728,31369,103032,262838,285684,107753,4177,111931,173753,90271,-5899,-3043,-1067,-10008,80263,262838,22846,285684,107753,4177,111931,173753,285684,0
603033,25,79187.6334,9921,7.98,2718,4.08,7.51,1.79,0.01,0.31,0.01,0.02,261.35,1.03,608.93,55.79,0.44,4.84,103.19,2.62,22,11.05,4.28,24.53,100.62,121.08,22.37,93.99,103.02,14.19,49.26,2.84,50.74,398.97,26.3,0.92,1.14,2.07,10.96,2.26,6.72,6.46,88.69,5.09,18.36,18.36,4.21,2.07,6.59,49.63,100.62,285485,31296,18428,9188,-84,18344,14541,4442,190,700927,282897,355678,247896,336818,4.18,285485,253202,18428,18344,3803,14541,0.17,65196,106201,54207,282897,700927,247896,107781,355678,345249,36209,4442,-83228,78436,190,36399,282897,418030,700927,247896,107781,355678,345249,700927,1
605018,29,47150.5353,11705,4,2187,9.88,12.12,20.4,0.18,1.39,0.03,0.07,276.47,0.98,619.12,120.61,0.44,2.24,51.11,5.28,35.29,37.99,-41.37,22.88,16.58,64.07,0,0,19.31,0,83.81,0,16.19,-1956.01,97.86,2.22,3.33,2.04,14.31,2.27,5.73,5.17,85.1,5.21,14.2,14.2,2.44,2.04,5.13,50.47,16.58,127630,18261,6603,3313,39,6642,6651,9222,22126,325294,150623,52658,45211,272636,2.65,127630,108615,6603,6642,-9,6651,0.15,44245,23711,50136,150623,325294,45211,7447,52658,272636,22120,9222,-52672,65520,22126,44245,150623,174671,325294,45211,7447,52658,272636,325294,0
600537,24,119285.9268,86018,1.39,1646,11.6,13.18,-5.5,-0.05,-6.97,-0.03,-0.07,296.9,0.91,447.32,44.06,0.6,6.13,43.42,6.22,53.3,-11.89,0,113.84,258.33,124.14,1.07,122.81,305.65,0.27,24.65,0.04,75.35,309.48,58.1,0.94,1.09,0.5,6.58,0.59,1.33,1.3,93.17,0.97,4.71,4.71,2.03,0.5,3.68,31.93,258.33,579216,38134,7505,2404,-10,7494,5624,-39192,-51127,1123281,779534,846374,712321,238587,2.06,579216,539681,7505,7494,1870,5624,0.04,413866,113070,109433,779534,1123281,712321,134053,846374,276907,95518,-39192,-9924,-3642,-51127,44391,779534,343747,1123281,712321,134053,846374,276907,1123281,0
2060,0,120226.2058,122789,0.98,4181,45.28,41.66,0.74,0,0.5,0,0.01,460.99,0.59,957.11,20.41,0.28,13.23,205.28,1.32,12.91,6.66,0.9,-5.07,701.13,414.72,72.95,112.19,718.93,32.93,12.21,-9.89,87.79,180.69,17.54,0.9,0.94,0.77,11.91,0.81,3.89,3.81,87.74,2.86,22.32,22.32,6.3,0.77,6.49,-3.7,701.13,940026,111949,35789,-49,-1228,34561,26840,13527,46961,3491280,1723239,3064960,1839498,405693,6.21,940026,824734,35789,34561,7721,26840,0.21,322568,761773,58767,1723239,3491280,1839498,1225462,3064960,426321,256612,13527,-142771,175871,46961,303574,1723239,1768042,3491280,1839498,1225462,3064960,426321,3491280,0
688156,16,9237.376,3837,2.41,391,25.58,13.81,19.05,0.14,1.36,0.04,0.19,905.13,0.3,1260.5,43.42,0.21,6.22,301.64,0.9,21.11,4.71,-35.43,-2.62,37.84,41.36,9.57,37.4,38.19,7.66,72.36,0.15,27.64,-2656.7,132.62,3.45,3.55,2.76,33.49,2.94,22.35,17.39,65.89,13.72,34.16,34.16,3.82,2.76,10.9,6.99,37.84,22995,7701,3998,298,-20,3978,3156,4291,-5228,114220,80033,31566,22527,77193,3,22995,15152,3998,3978,822,3156,0.25,29875,26036,2265,80033,114220,22527,9038,31566,82655,34580,4291,-19466,9947,-5228,29352,80033,34187,114220,22527,9038,31566,82655,114220,0
2454,20,62858.16,56715,1.11,3334,16.14,14.76,2.64,0.02,0.81,0.01,0.02,435.55,0.62,631.87,96.61,0.43,2.79,98.13,2.75,-3.91,1.15,-38.51,-2.05,56.14,51.21,0,0,59.69,0,62.62,0,37.38,-4358.06,19.33,1.54,1.93,1.15,18.28,1.12,3.33,3.07,81.18,2.62,12.09,12.09,1.83,1.15,10.01,22.66,56.14,289793,52960,8889,2035,-27,8862,7599,6153,-28144,663593,450780,248035,233308,372079,1.52,289793,235267,8889,8862,1263,7599,0.09,45096,107267,92219,450780,663593,233308,14727,248035,415558,61793,6153,-25263,-9126,-28144,33649,450780,212813,663593,233308,14727,248035,415558,663593,0
2922,23,29932.0455,49911,0.6,2624,14.63,12,8.1,0.08,0.81,0.04,0.06,260.42,1.04,389.67,65.96,0.69,4.09,86.47,3.12,19.88,6.12,-18.76,33.84,84.61,66.52,0.34,66.3,87.23,0.18,53.41,0.01,46.59,-1456.08,33.68,1.17,1.43,4.51,20.18,4.87,9.02,7.97,79.4,7.02,48.31,48.31,8.44,4.51,7.79,1.82,84.61,205611,41502,16395,444,-149,16246,14439,11687,20470,320420,206578,149287,144208,170891,8.59,205611,163256,16395,16246,1807,14439,0.48,48572,66816,38081,206578,320420,144208,5078,149287,171133,27612,11687,-17940,25897,20470,48082,206578,113842,320420,144208,5078,149287,171133,320420,1
2534,67,73920.2151,41434,1.78,2604,44.66,29.26,-5.67,-0.05,-3.63,-0.03,-0.09,487.63,0.55,698.4,104.38,0.39,2.59,58.69,4.6,32.72,4.94,-64.83,34.58,232.18,118.65,7.72,109.5,278.32,2.21,26.43,0.23,73.57,-440.18,34.33,0.94,1.16,0.92,14.52,0.97,2.46,2.27,85.1,2.5,19.12,19.12,3.5,0.92,6.34,5.09,232.18,565165,82040,12855,758,-109,12746,14137,-51316,-69916,1529572,1049845,1125261,904914,358370,2.84,565165,480949,12855,12746,-1391,14137,0.14,310619,138400,201179,1049845,1529572,904914,220347,1125261,404310,367008,-51316,-52326,32109,-69916,297092,1049845,479726,1529572,904914,220347,1125261,404310,1529572,1
301138,20,12000,16055,0.75,675,12.59,11.41,-10.38,-0.1,-0.53,-0.02,-0.09,958.47,0.28,1071,352.53,0.25,0.77,70.05,3.85,84.46,168.29,-17.16,-5.85,27.97,15.47,0,0,30.01,0,76.92,0,23.08,-871.35,249.6,3.04,4.1,4.18,37.75,4.18,25.99,20.08,61.47,16.57,49.77,49.77,5.44,4.18,15.01,7.88,27.97,36046,13608,7238,571,-1,7238,5972,-3189,-14479,142782,125791,32956,30716,108663,5.16,36046,22157,7238,7238,1265,5972,0.48,76668,9764,32355,125791,142782,30716,2240,32956,109826,88976,-3189,-3674,-7985,-14479,74497,125791,16991,142782,30716,2240,32956,109826,142782,1
871642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601568,0,397222.2224,77387,5.13,4034,22.06,8.68,76.05,0.73,1.58,0.13,0.22,248.41,1.09,451.88,19.87,0.6,13.59,2.34,115.18,-0.45,3.39,-9.28,4.52,21.11,54.75,0,0,21.94,0,82.01,0,17.99,-901.35,253.46,2.98,3.18,8.33,21.32,8.27,19.84,16.26,77.97,13.84,34.74,34.74,10.15,8.33,3.92,0.91,21.11,996678,212460,162052,177,1306,163358,137977,218094,86219,1656853,912924,298135,286796,1358718,10.15,996678,777133,162052,163358,25381,137977,0.35,726922,10825,57762,912924,1656853,286796,11339,298135,1358718,634302,218094,-6474,-125380,86219,720520,912924,743929,1656853,286796,11339,298135,1358718,1656853,1
688084,13,7565.9066,0,0,253,55.34,24.9,0,-0.72,-13.67,-0.26,-1.36,0,0,1533.22,0,0.18,0,0,0,0,0,0,-11.93,0,157.3,0,0,57.3,0,63.57,0,36.43,0,0,0,0,1.91,100,1.75,0,10.18,0,9.96,31.65,31.65,3.01,1.91,0,0,0,18012,0,1834,0,0,1819,1793,-24514,0,93664,0,34117,0,60066,0,18012,0,1834,1819,0,1793,0,0,0,0,0,93664,0,0,34117,59547,0,-24514,9019,-937,0,0,0,0,93664,0,0,34117,59547,93664,0
688737,17,8603.4976,9484,0.91,540,40.93,30.93,-60.19,-0.44,0,-0.05,-0.33,1583.58,0.17,1924.45,191.12,0.14,1.41,341.64,0.79,95.08,222.97,-333.53,-58.01,10.1,23.64,1.04,23.39,12.36,0.93,89,0.01,11,1074.58,265.83,8.27,9.81,-2.51,5.54,-2.42,-20.45,-23.23,94.17,-17.27,-62.34,-62.34,-2.82,-2.51,14.17,-4.56,10.1,31059,1721,-7216,0,315,-6901,-5364,-10372,-40596,214064,169029,23548,17234,189901,-2.72,31059,29249,-7216,-6901,-1538,-5364,-0.61,45813,29663,26439,169029,214064,17234,6314,23548,190516,84809,-10372,-17319,-12904,-40596,44212,169029,45035,214064,17234,6314,23548,190516,214064,0
2471,26,126800,106814,1.19,2115,21.65,9.74,5.12,0.05,0,0.04,0.05,292.84,0.92,374.22,46.79,0.72,5.77,185.1,1.46,-2.56,-4.57,0,0.49,306.04,89.11,0,0,328.7,0,23.33,0,76.67,61.83,17.77,0.93,1.11,-0.52,10.1,-0.53,-0.78,-0.75,89.62,-0.73,-2.43,-2.43,-2.21,-0.52,6.88,-35.67,306.04,420456,42474,-3168,1141,-8,-3177,-3076,21765,2077,595512,471736,456602,425122,135334,-2.21,420456,376814,-3168,-3177,-100,-3076,-0.02,75559,283092,75022,471736,595512,425122,31479,456602,138911,2500,21765,7166,-26862,2077,4577,471736,123777,595512,425122,31479,456602,138911,595512,0
831,24,98088.8981,213372,0.46,344,17.73,14.24,169.28,1.66,1.91,0.2,0.22,272.31,0.99,314.14,233.99,0.86,1.15,4.45,60.63,-29.6,13.18,79.71,58.21,13.66,16.12,0,0,13.96,0,87.75,0,12.25,2504.7,86.55,2.17,7.16,10.63,18.43,10.08,18.39,15.34,81.45,11.73,37.89,37.89,12.11,10.63,2.1,-0.82,13.66,316875,58413,48616,-532,134,48750,37170,70951,15106,349673,300215,42823,41914,297098,13.21,316875,258084,48616,48750,11580,37170,0.38,36276,8790,209214,300215,349673,41914,909,42823,306850,21170,70951,-1242,-54603,15106,36276,300215,49458,349673,41914,909,42823,306850,349673,0
1259,24,7358.8888,14389,0.51,656,10.37,6.25,-16.01,-0.15,-0.57,-0.03,-0.05,390.4,0.69,424.8,125.52,0.64,2.15,40.34,6.69,0,0,16.48,6.18,19.82,7.75,0,0,20.77,0,82.8,0,17.2,-1821.88,374.57,4.68,5.7,4.64,29.82,5.61,12.61,10.66,69.64,8.83,55.65,55.65,5.61,4.64,18.1,4.24,19.82,46358,13822,4942,0,219,5161,4095,-2318,33123,88171,82513,15167,14472,72931,9.82,46358,32284,4942,5161,1066,4095,0.72,54209,8452,14847,82513,88171,14472,694,15167,73004,21040,-2318,-203,35643,33123,54163,82513,5658,88171,14472,694,15167,73004,88171,0
301266,20,10400,10799,0.96,284,12.68,9.86,-43.48,-0.43,-4.33,-0.16,-0.23,276.67,0.98,313.23,27.35,0.86,9.87,77.82,3.47,78.12,107.98,24.33,63.72,55.47,15.89,0,0,55.49,0,64.31,0,35.69,-6294.68,45.09,2.34,2.52,3.58,11.33,4.52,6.79,5.98,88.49,5.24,72.66,72.66,5.57,3.58,1.43,3.23,55.47,144170,16337,8616,83,202,8818,7556,-32709,14292,210854,189308,75249,75220,135605,8.3,144170,127583,8616,8818,1262,7556,0.87,33918,48946,13335,189308,210854,75220,29,75249,135605,12588,-32709,-24788,70687,14292,26880,189308,21546,210854,75220,29,75249,135605,210854,0
2634,29,45935.2513,22022,2.09,1487,6.72,7.8,13.78,0.13,0.44,0.02,0.05,218.04,1.24,599.87,57.27,0.45,4.71,57.71,4.68,6.97,12.15,38.99,13.61,21.45,78.22,0,0,23.48,0,80.99,0,19.01,-346.61,97.95,1.8,2.11,5.47,23.94,5.55,17.22,14.55,74.64,12.33,13.34,13.34,6.75,5.47,8.48,11.27,21.45,49724,11905,7235,813,3,7237,6130,2685,-91,112120,41093,21316,19479,90340,7.15,49724,37113,7235,7237,1108,6130,0.13,19079,14480,5939,41093,112120,19479,1838,21316,90804,18060,2685,-3349,-196,-91,17968,41093,71027,112120,19479,1838,21316,90804,112120,1
600306,23,23157.4918,5078,4.56,346,27.17,13.29,-4.08,-0.02,0,-0.02,-0.27,359.42,0.75,4347.83,121.39,0.06,2.22,4.19,64.42,-1.83,0,0,-19.51,-8467.54,-8180.35,102.11,172.67,-8715.65,56.15,-1.16,-1.51,101.16,8.16,5.12,0.1,0.12,-4.62,40.34,-4.45,-42.6,-71.05,39.42,-71.69,-27.17,-27.17,0,-4.62,107.22,0.06,-8467.54,8775,3540,-6235,0,-4,-6238,-6291,-2344,-8934,136244,6884,137825,57402,-1661,0,8775,3459,-6235,-6238,53,-6291,-0.27,2937,52,1248,6884,136244,57402,80423,137825,-1581,10734,-2344,3,-6593,-8934,1799,6884,129360,136244,57402,80423,137825,-1581,136244,0
832278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,34,24584.9768,20992,1.17,844,11.02,5.69,15.77,0.15,2.52,0.06,0.1,265.93,1.02,471.53,61.35,0.57,4.4,105.32,2.56,-1.52,6.48,-4.75,-15.77,62.44,81.04,0.56,80.59,64.45,0.34,60.81,0.03,39.19,1524.62,43.6,1.08,1.35,2.35,14.86,2.26,4.25,3.94,84.8,3.95,6.97,6.97,3.87,2.35,7.87,10.17,62.44,43424,6454,1711,171,4,1715,1713,4326,-2804,72877,36962,28560,27423,44317,3.94,43424,36823,1711,1715,2,1713,0.07,11957,14699,7396,36962,72877,27423,1137,28560,44317,12336,4326,-7489,249,-2804,9531,36962,35915,72877,27423,1137,28560,44317,72877,0
2767,31,15000,12378,1.21,585,27.18,37.44,-21.17,-0.21,-2.57,-0.06,-0.17,551.81,0.49,754.61,150.6,0.36,1.79,229.71,1.18,8.75,4.49,77.87,21.25,37.5,35.09,0,0,37.71,0,72.62,0,27.38,-12352.89,5.74,2.16,2.74,2.24,31.53,2.33,7.28,6.57,67.66,6.51,16.46,16.46,3.09,2.24,21.89,27.39,37.5,37912,11954,2492,683,0,2492,2468,-6340,-542,109966,81944,30114,29941,79177,2.99,37912,25653,2492,2492,24,2468,0.16,1720,37480,17205,81944,109966,29941,173,30114,79852,1671,-6340,5874,-105,-542,1130,81944,28022,109966,29941,173,30114,79852,109966,0
544,0,97468.4488,38074,2.56,1757,59.76,24.42,-42.59,-0.12,-4.51,-0.08,-0.48,285.77,0.94,1473.8,6.96,0.18,38.79,53.52,5.04,28.32,5.25,-7.8,14.38,201.17,263.23,58,110.56,233.05,41.46,30.03,20.48,69.97,246.14,60.93,1.08,1.11,1.79,24.28,1.93,14.24,12.36,75.05,10.56,45.92,45.92,5.96,1.79,10.63,-0.46,201.17,423951,102923,52400,26,-264,52136,44754,-201668,31317,2499875,524091,1749277,473487,666634,6.19,423951,318157,52400,52136,7382,44754,0.42,288487,101479,11206,524091,2499875,473487,1275790,1749277,750598,256573,-201668,-13309,246294,31317,287890,524091,1975784,2499875,473487,1275790,1749277,750598,2499875,1
871981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600969,0,37005.0484,21614,1.71,2832,25.18,13.31,29.72,0.07,7.21,0.05,0.3,300.7,0.9,1485.97,7.39,0.18,36.53,22.22,12.15,2.74,2.88,41.38,7.69,258.33,297.47,65.5,102.62,282.95,49.58,26.11,11.15,73.89,270.58,71.86,1.22,1.25,0.74,12.37,0.75,6.29,6.53,86.79,4.11,30.73,30.73,2.82,0.74,9.05,7.97,258.33,276607,34203,18069,2590,-1250,16819,11371,81966,43753,1542868,344403,1139980,275778,366931,1.89,276607,240072,18069,16819,5448,11371,0.19,198171,23773,7602,344403,1542868,275778,864202,1139980,402888,150094,81966,-45743,7442,43753,193848,344403,1198465,1542868,275778,864202,1139980,402888,1542868,0
821,29,62287.4778,133233,0.47,3555,19.69,27.2,1.09,0.01,0.28,0.01,0.02,591.07,0.46,749.58,336.66,0.36,0.8,103.46,2.61,23.71,4.79,54.07,14.32,187.3,59.53,10.95,53.01,188.74,4.26,34.63,0.23,65.37,-423.62,27.4,0.68,1.31,2.32,20.69,2.54,9.39,8.2,78.81,7.04,35.13,35.13,6.71,2.32,7.58,-1.32,187.3,310779,64296,25483,-218,-117,25366,21883,6209,-1130,941441,747351,615388,570587,320447,6.51,310779,244924,25483,25366,3482,21883,0.32,156354,125485,359104,747351,941441,570587,44801,615388,326053,138626,6209,-27763,15788,-1130,137496,747351,194091,941441,570587,44801,615388,326053,941441,1
300461,19,16002.2492,10221,1.28,666,18.62,26.13,-5.76,-0.05,0,-0.03,-0.12,741.96,0.36,1044.49,345.45,0.26,0.78,261.1,1.03,6.03,17.43,-401.34,-42.78,146.31,74.72,9.77,67.42,149.36,4.34,40.1,0.28,59.9,10196.45,26.73,0.8,1.29,-6.74,26.73,-6.9,-22.56,-28.61,72.44,-26.67,-28.79,-28.79,-16.8,-6.74,46.35,-6.04,146.31,14070,3761,-4025,0,229,-3796,-3753,-1742,-3837,55704,39012,33365,30265,21874,-16.02,14070,10192,-4025,-3796,-43,-3753,-0.3,8091,12513,14929,39012,55704,30265,3100,33365,22339,9187,-1742,-2974,867,-3837,5350,39012,16691,55704,30265,3100,33365,22339,55704,0
