code,Rgst_years,Corp_Rgst_Cap,Shareholders_Num,Per_Capita_Shareholding,Employees_Num,Bachelor_Person_Pro,Technicians_Person_Pro,Cash_Flow_Ratio,Net_Cash_Flow_to_Liability_Ratio,Net_Cash_Flow_to_Net_Profit_Ratio,Operating_Cash_Return_Flow,Net_Cash_Flow_to_Sales_Revenue_Ratio,Current_Assets_Turnover_Days,Current_Assets_Turnover_Rate,Total_Asset_Turnover_Days,Inventory_Turnover_Days,Total_Asset_Turnover_Rate,Inventory_Turnover_Rate,Accounts_Receivable_Turnover_Days,Accounts_Receivable_Turnover_Rate,Total_Asset_Growth_Rate,Net_Asset_Growth_Rate,Net_Profit_Growth_Rate,Main_Business_Revenue_Growth_Rate,Equity_ratio,Capital_fixed_ratio,Capitalization_ratio,Long_term_assets_to_long_term_funding_ratio,Liabilities_to_owner_equity_ratio,Long_term_debt_ratio,Shareholders_equity_ratio,Long_term_debt_to_working_capital_ratio,Gearing_ratio,Interest_payment_multiple,Cash_ratio,Quick_ratio,Liquidity_ratio,Total_asset_margin,Profit_margin_of_main_business,Total_net_asset_margin,Cost_and_expense_margins,Operating_margin,Cost_ratio_of_main_business,Net_profit_margin_on_sales,Return_on_equity,Return_on_equity.1,Return_on_net_assets,Return_on_assets,Three_cost_ratios,Non_main_proportion,Proportion_of_main_profit,Main_business_income,Main_business_profit,Operating_profit,Investment_income,Net_non_operating_income_and_expenditure,Total_profit,Net_profit,Net_cash_flow_from_operating_activities,Net_increase_in_cash_and_cash_equivalents,Total_assets,liquid_asset,Total_liabilities,Current_liabilities,Shareholders_equity_does_not_include_minority_interests,Return_on_equity_weighting,Operating_income,Operating_costs,Operating_profit.1,Total_profit.1,Income_tax_expense,Net_profit.1,Basic_earnings_per_share,Monetary_funds,Accounts_receivable,Stocks,Total_current_assets,Total_assets.1,Total_current_liabilities,Total_non_current_liabilities,Total_liabilities.1,Total_owners_equity,Opening_cash_and_cash_equivalents_balances,Net_cash_flow_from_operating_activities.1,Net_cash_flows_from_investing_activities,Net_cash_flows_from_fund_raising_activities,Net_increase_in_cash_and_cash_equivalents.1,Closing_cash_and_cash_equivalents_balances,Total_current_assets.1,Total_non_current_assets,Total_assets.2,Total_current_liabilities.1,Total_non_current_liabilities.1,Total_liabilities.2,Total_owners_equity.1,Total_liabilities_and_owners_equity,y
2046,21,52912.9329,37102,1.43,1809,63.13,28.69,4.35,0.03,0.38,0.01,0.03,283.41,0.95,514.87,74.21,0.52,3.64,85.24,3.17,11.6,3.62,12.28,8.04,63.59,74.3,7.3,68.88,71.88,4.58,58.18,0.19,41.82,1507.92,30.08,1.41,1.75,3.67,23.21,3.86,10.02,8.24,76,7.36,37.87,37.87,6.31,3.67,8.58,-5.08,63.59,272197,63179,22434,-2026,844,23278,20038,7687,-4595,545537,309711,228150,176840,304821,6.66,272197,206866,22434,23278,3240,20038,0.38,53200,110148,60707,309711,545537,176840,51310,228150,317387,54758,7687,-7075,-5219,-4595,50163,309711,235825,545537,176840,51310,228150,317387,545537,0
300232,18,109408.9477,32987,3.32,5876,40.3,24.91,4.23,0.04,0.85,0.02,0.04,382.54,0.71,577.54,180.81,0.47,1.49,96.59,2.8,0.86,3.92,24.11,1.71,108.79,75.22,4.72,71.67,112.86,2.33,46.98,0.15,53.02,-299.64,30.67,0.87,1.33,2.44,26.94,2.38,6.86,6.15,72.51,5.08,22.83,22.83,5.19,2.44,15.49,18.79,108.79,491548,132423,30241,5995,-384,29857,24973,21135,3394,1025036,662809,543484,500023,483840,5.34,491548,356398,30241,29857,4884,24973,0.23,153344,159171,228559,662809,1025036,500023,43461,543484,481552,107572,21135,-25281,6159,3394,110967,662809,362227,1025036,500023,43461,543484,481552,1025036,0
600021,24,281674.3645,146642,1.92,6524,50.58,10.67,19.04,0.07,6.59,0.05,0.3,276.55,0.98,1546.39,13.96,0.17,19.34,151.71,1.78,10.77,14.62,-3.98,26.32,244.69,322.52,57.87,135.88,300.54,34.29,24.97,-4.69,75.03,163.17,20.71,0.7,0.73,0.77,18.25,0.79,7.35,7.01,81.16,4.51,44.55,44.55,3.1,0.77,14.33,36.48,244.69,2782810,507948,195106,70212,1530,196637,125499,826735,295673,16205536,3156770,12159606,4342717,1918187,0.82,2782810,2258469,195106,196637,71138,125499,0.05,876976,1740825,103878,3156770,16205536,4342717,7816889,12159606,4045930,570129,826735,-477255,-51597,295673,865802,3156770,13048766,16205536,4342717,7816889,12159606,4045930,16205536,1
300838,19,13634,12703,1.07,728,9.89,10.99,-5.49,-0.05,-0.38,-0.02,-0.04,344.21,0.78,499.81,102.96,0.54,2.62,166.1,1.63,24.46,7.73,8,43.13,58.82,47.71,1.12,47.17,59.19,0.71,62.82,0.02,37.18,7257.47,18.08,1.45,1.93,5.21,22.39,5.54,13.57,11.54,77.16,10.26,53.78,53.78,8.29,5.21,7.22,1.77,58.82,71463,15997,8246,167,-22,8224,7333,-2800,3922,140760,98576,52337,51011,88423,8.5,71463,55144,8246,8224,891,7333,0.54,9222,51010,24603,98576,140760,51011,1326,52337,88423,4231,-2800,8791,-2123,3922,8153,98576,42183,140760,51011,1326,52337,88423,140760,1
601567,15,140797.6553,26447,5.32,6573,35.37,47.71,3.78,0.03,0.31,0.01,0.03,312.5,0.86,603.89,70.28,0.45,3.84,87.41,3.09,15.74,7.48,6.56,35.23,62.96,84.55,0,0,70.84,0,58.53,0,41.47,9542.82,44.06,1.13,1.37,4.48,27.75,4.65,14.68,12.08,71.61,10.39,50.93,50.93,7.65,4.48,11.67,3.32,62.96,690146,191488,83402,1173,1649,85052,71705,22322,-73103,1600490,808428,663655,589802,928575,7.44,690146,494242,83402,85052,13347,71705,0.5,228666,248438,142308,808428,1600490,589802,73853,663655,936835,270368,22322,-16968,-78750,-73103,197265,808428,792061,1600490,589802,73853,663655,936835,1600490,1
603041,22,18314.7692,7937,2.31,119,51.26,34.45,25.17,0.25,1.02,0.03,0.15,686.85,0.39,966.36,64.01,0.28,4.22,64.86,4.16,54.78,51.55,16.8,5.17,16.02,32.02,0,0,16.39,0,85.92,0,14.08,-353.14,206.87,4.98,5.27,3.38,24.47,4.04,20.83,16.55,74.65,14.46,29.55,29.55,3.94,3.38,3.88,2.18,16.02,37426,9159,6193,137,-2,6190,5411,5539,-11831,159939,115939,22525,22011,137217,4.58,37426,27937,6193,6190,779,5411,0.33,45533,10386,6374,115939,159939,22011,514,22525,137415,23519,5539,-57080,39590,-11831,11688,115939,44001,159939,22011,514,22525,137415,159939,1
2610,16,447953.2523,312362,1.43,1588,33.82,17.76,1.36,0.01,0,0.01,0.02,338.01,0.8,669.48,33.51,0.4,8.06,41.07,6.57,37.28,-11,0,113.29,220.18,151.37,5.65,142.81,235.73,1.78,29.79,-0.2,70.21,-122.5,41.45,0.78,0.86,-2.27,-1.19,-2.62,-6.65,-7.17,100.7,-6.49,-6.26,-6.26,-7.62,-2.27,7.82,-21.13,220.18,432393,-5159,-30993,6982,-356,-31350,-28043,10715,12221,1234887,678140,867070,787830,332880,-8,432393,435431,-30993,-31350,-3306,-28043,-0.06,325649,76922,65389,678140,1234887,787830,79240,867070,367817,33028,10715,-12622,14065,12221,45249,678140,556747,1234887,787830,79240,867070,367817,1234887,1
600888,26,134740.4855,67383,2,2631,35.01,23.15,26.58,0.15,0.74,0.07,0.16,280.26,0.96,642.25,91.4,0.42,2.95,20.61,13.1,8.61,26.11,112.96,-3.6,73.87,104.64,23.23,80.33,77.61,17.04,56.3,1.03,43.7,1511.5,59,1.17,1.67,8.81,17.94,8.94,25.68,22.56,81.12,21.27,93.94,93.94,15.64,8.81,5.84,49.8,73.87,595193,106803,134290,66848,56,134346,126572,93793,6162,1437268,590497,628024,352872,799259,16.86,595193,482831,134290,134346,7775,126572,0.95,208189,61033,177558,590497,1437268,352872,275152,628024,809244,181575,93793,889,-89979,6162,187737,590497,846772,1437268,352872,275152,628024,809244,1437268,0
872925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600590,26,85286.975,52896,1.61,2646,51.63,30.16,0.17,0,0.04,0,0,840.6,0.32,1187.86,241.83,0.23,1.12,319.26,0.85,-1.89,-3.09,-35.27,-6.43,163.65,82.69,14.29,70.87,176.17,6.04,36.21,0.36,63.79,326.35,31.69,1.01,1.32,2.48,19.53,2.37,12.1,11.27,79.89,10.43,37.36,37.36,6.85,2.48,12.82,54.73,163.65,305628,59701,34441,18829,46,34487,31864,1188,-6210,1285411,900528,819964,684086,401635,6.71,305628,244174,34441,34487,2623,31864,0.31,216773,342175,208556,900528,1285411,684086,135878,819964,465446,170782,1188,4103,-11773,-6210,164572,900528,384883,1285411,684086,135878,819964,465446,1285411,0
601718,16,439162.9404,130596,3.36,17757,10.09,9.04,-18.17,-0.14,-8.68,-0.06,-0.13,354.66,0.76,610.17,110.92,0.44,2.43,69.67,3.88,-3.23,-0.6,16223.23,14.75,51.01,69.19,0.47,68.87,63.65,0.29,61.11,0.01,38.89,-1423.08,35.67,1.24,1.87,0.65,9.13,0.64,2.08,2.05,90.32,1.45,4.12,4.12,1.06,0.65,5.99,22,51.01,1244904,113639,25479,5913,-395,25084,18078,-156979,-349841,2797220,1614615,1087973,863857,1709047,1.03,1244904,1124441,25479,25084,7006,18078,0.04,308153,434771,545440,1614615,2797220,863857,224116,1087973,1709247,627462,-156979,47324,-240136,-349841,277622,1614615,1182604,2797220,863857,224116,1087973,1709247,2797220,0
601106,14,685778.2927,273971,2.5,8049,30.31,22.97,-3.31,-0.02,-10.85,-0.02,-0.04,390.4,0.69,586.96,60.54,0.46,4.46,79.5,3.4,7.32,1.95,1.3,11.61,270.25,118.4,42.6,67.95,277.1,19.68,26.52,1.18,73.48,123.48,11.52,1.13,1.32,0.16,6.63,0.17,0.55,0.51,92.74,0.37,1.01,1.01,0.6,0.16,5.39,201.18,270.25,1882056,124771,9607,19900,566,10173,6909,-74926,74756,4354162,2987092,3199504,2263415,1141546,0.61,1882056,1745346,9607,10173,3264,6909,0.01,260803,714466,424755,2987092,4354162,2263415,936090,3199504,1154657,143636,-74926,-9997,159769,74756,218391,2987092,1367070,4354162,2263415,936090,3199504,1154657,4354162,0
600817,30,54618.0037,15489,3.52,10954,9.89,4.22,-3.37,-0.03,-0.21,-0.01,-0.02,377.46,0.72,515.27,64.45,0.52,4.19,81.22,3.32,-5.67,7.94,-29.87,-13.8,65.18,50.93,0,0,77.2,0,56.43,0,43.57,-789.98,86.41,1.68,1.94,5.97,26.09,5.7,13.71,11.5,73.13,10.89,47.79,47.79,10.57,5.97,12.46,7.18,65.18,239758,62548,27570,1209,830,28400,26103,-5416,-80822,437418,311707,190572,160906,228487,10.1,239758,175326,27570,28400,2297,26103,0.45,88745,72903,40759,311707,437418,160906,29666,190572,246846,168513,-5416,-52812,-22575,-80822,87692,311707,125711,437418,160906,29666,190572,246846,437418,0
2783,0,39041.3834,28786,1.33,3854,16.45,11.31,3.65,0.03,0.77,0.02,0.06,251.7,1.07,777.65,48.22,0.35,5.6,57.02,4.74,7.77,-13.8,256.75,24.67,208.41,214.25,25.75,159.08,229.48,10.53,30.35,-0.59,69.65,339.69,17.62,0.57,0.66,2.49,24.08,2.61,9.89,8.87,75.01,7.52,49.01,49.01,8.19,2.49,15.83,3.5,208.41,248914,59929,22072,273,518,22590,18710,14487,9996,752771,263266,524298,396907,145788,11.6,248914,186714,22072,22590,3880,18710,0.42,69944,58162,38689,263266,752771,396907,127391,524298,228473,50612,14487,-15789,11298,9996,60608,263266,489505,752771,396907,127391,524298,228473,752771,1
751,30,140986.9279,149077,0.95,6738,7.91,2.73,12.93,0.12,26.1,0.08,0.05,103.55,2.61,157.41,60.56,1.72,4.46,3.99,67.74,41.86,-2.12,-83.69,78.41,171.63,94.35,0,0,178.34,0,35.93,0,64.07,127.71,27.81,0.47,1.07,0.31,2.21,0.3,0.27,-0.02,97.4,0.18,1.78,1.78,0.85,0.31,2.24,100.21,171.63,1413024,31285,-254,-246,4025,3771,2512,65569,-2807,822614,543765,527067,507236,295547,0.85,1413024,1376328,-254,3771,1259,2512,0.02,141085,19308,306695,543765,822614,507236,19831,527067,295547,46501,65569,-2842,-65533,-2807,43695,543765,278849,822614,507236,19831,527067,295547,822614,1
601188,0,131587.8571,40380,3.26,609,100,2.46,27.87,0.27,0.56,0.02,0.27,1726.34,0.16,3941.61,648.1,0.07,0.42,24.35,11.09,-2.38,-1.8,-9.15,-18.73,6.96,60.34,0,0,7.19,0,93.3,0,6.7,-1690.59,209.18,5.36,6.73,3.23,43.93,3.24,86.03,56,55.22,47.36,12.49,12.49,3.46,3.23,9.19,37.22,6.96,34701,15246,19433,7203,49,19481,16435,9215,-31348,508999,222463,34122,33071,454988,3.5,34701,19162,19433,19481,3046,16435,0.12,69178,5460,45094,222463,508999,33071,1051,34122,474877,100408,9215,-27915,-12649,-31348,69060,222463,286536,508999,33071,1051,34122,474877,508999,0
987,0,501713.2462,75558,6.64,1097,95.44,11.67,7.11,0.04,1.95,0.03,0.83,4141.1,0.07,7317.07,43.34,0.04,6.23,4.39,61.47,15.64,11.76,-8.29,24.23,274.65,194.22,47.7,101.57,347.43,20.39,22.35,1.31,77.65,-1027.33,75.48,1.37,1.38,1.49,0.99,1.57,49.21,53.17,98.64,42.43,50.39,50.39,6.68,1.49,9.06,59.03,274.65,595902,91767,316835,187008,31,316866,252814,493891,579155,16941858,9587794,13155348,6945894,2646006,7.55,595902,587771,316835,316866,64053,252814,0.39,2336955,8290,78596,9587794,16941858,6945894,6209455,13155348,3786509,1675639,493891,-98497,183801,579155,2254794,9587794,7354064,16941858,6945894,6209455,13155348,3786509,16941858,0
603101,14,47040,13623,3.45,3306,8.77,6.75,4.75,0.04,3.15,0.03,0.07,132.55,2.04,729.73,74.74,0.37,3.61,11.76,22.95,0.1,1.37,-47.87,-6.18,156.82,241.71,0.85,239.66,185.75,0.3,35,-0.01,65,193.37,4.67,0.17,0.28,0.82,33.2,0.8,3.28,3.22,63.35,2.16,7.43,7.43,2.35,0.82,30.05,-0.16,156.82,161935,53764,5217,59,-68,5150,3494,10995,-19236,424113,65358,275691,231486,148728,2.38,161935,102590,5217,5150,1655,3494,0.07,10812,7138,25233,65358,424113,231486,44205,275691,148422,25957,10995,-23062,-7169,-19236,6721,65358,358755,424113,231486,44205,275691,148422,424113,0
300992,29,9080,10668,0.85,779,6.8,10.27,12.99,0.12,0.46,0.03,0.07,303.68,0.89,607.15,175.74,0.44,1.54,71.97,3.75,17.04,9.75,13.76,5.28,27.86,67.59,0,0,30.58,0,76.58,0,23.42,-163.8,47.87,1.11,2.26,6.06,19.05,6.42,19.82,16.11,80.26,14.43,64.11,64.11,7.92,6.06,0.33,9.34,27.86,40348,7686,6502,608,0,6501,5821,2660,-2415,95990,46306,22482,20481,73518,8.21,40348,32382,6502,6501,680,5821,0.64,9805,9882,23473,46306,95990,20481,2001,22482,73508,11447,2660,-12771,5398,-2415,9033,46306,49684,95990,20481,2001,22482,73508,95990,1
300879,16,16000,15696,1.02,1341,15.44,14.54,12.41,0.11,2.32,0.06,0.12,286.65,0.94,497.24,197.35,0.54,1.37,71.01,3.8,11.32,2.9,-8.84,11.28,134.23,103.84,10.14,93.31,137.72,4.75,42.07,1.03,57.93,-124.78,12.77,0.46,1.09,2.76,15.54,2.69,6.59,5.94,83.88,4.95,41.1,41.1,6.57,2.76,5.71,-16.33,134.23,132794,20637,7889,-1285,-3,7886,6576,15269,2555,237895,133976,137823,123030,100072,6.65,132794,111392,7889,7886,1310,6576,0.41,15713,27475,76914,133976,237895,123030,14793,137823,100072,6045,15269,-14679,-1753,2555,8601,133976,103919,237895,123030,14793,137823,100072,237895,0
591,29,390922.7441,226519,1.73,1859,46.1,23.35,18.2,0.05,1.11,0.03,0.22,708.1,0.38,1972.24,24.26,0.14,11.13,500.19,0.54,13.92,44.37,-0.92,13.16,99.68,126.4,39.9,75.96,113.98,31.02,46.73,1.22,53.27,319.01,27.77,2.57,2.63,2.54,39.37,2.73,32.16,23.7,59.61,19.97,30.08,30.08,5.44,2.54,13.39,0.92,99.68,588983,231902,139565,667,628,140193,117592,130934,61880,4625420,1893297,2463846,719597,2159460,6.93,588983,351111,139565,140193,22601,117592,0.36,198581,1191086,45942,1893297,4625420,719597,1744248,2463846,2161574,128576,130934,-447537,378477,61880,190456,1893297,2732123,4625420,719597,1744248,2463846,2161574,4625420,1
300302,24,48452.5798,26690,1.83,360,77.5,49.72,-1.08,-0.01,-0.86,0,-0.01,812.52,0.33,1675.98,250.93,0.16,1.08,243.4,1.11,2.11,-0.6,0,19.52,24.1,63.44,5.71,59.82,24.72,4.85,80.18,0.14,19.82,67.3,66.63,2.8,3.4,0.18,44.23,0.18,-0.9,-0.74,54.86,1.15,0.7,0.7,0.23,0.18,21.56,738.84,24.1,29739,13155,-220,-1545,13,-207,341,-293,-992,188050,92398,37270,27216,150780,0.23,29739,16315,-220,-207,-548,341,0.01,18135,30050,16218,92398,188050,27216,10054,37270,150780,19119,-293,-3845,2985,-992,18127,92398,95652,188050,27216,10054,37270,150780,188050,0
600105,28,140514.9084,66425,2.11,4177,19.46,18.7,-12.09,-0.1,-5.07,-0.06,-0.16,326.84,0.83,662.58,59.6,0.41,4.53,98.07,2.75,-2.65,-3.33,-43.62,9.79,139.75,126.76,9.86,114.27,150.45,4.37,39.93,-2.13,60.07,480.79,26.54,0.81,0.96,1.23,11.88,1.25,3.63,3.47,87.62,3.07,6.75,6.75,3.07,1.23,7.33,48.61,139.75,308995,36702,10717,5221,-24,10693,9477,-48072,-25620,772760,381634,464205,397472,285211,2.84,308995,270734,10717,10693,1216,9477,0.06,105494,120679,60667,381634,772760,397472,66733,464205,308554,116357,-48072,-19017,38705,-25620,90737,381634,391125,772760,397472,66733,464205,308554,772760,1
600539,23,23000,16488,1.39,432,29.4,0.46,-31.5,-0.28,-2.46,-0.05,-0.09,403.47,0.67,511.07,147.79,0.53,1.83,28.07,9.62,1.82,7.75,-43.61,19.4,18.62,23.98,0,0,21.03,0,82.63,0,17.37,-57554.92,59.53,3.82,5.21,1.97,28.88,1.98,5.03,4.28,70.92,3.75,5.84,5.84,2.38,1.97,26.89,43.32,18.62,35781,10332,1531,531,232,1763,1343,-3304,-17045,68154,54648,11841,10486,43689,0.54,35781,25374,1531,1763,420,1343,0.01,6242,2244,14622,54648,68154,10486,1355,11841,56312,23002,-3304,-15029,1168,-17045,5957,54648,13506,68154,10486,1355,11841,56312,68154,1
603557,13,49407.4236,17151,2.89,366,23.77,20.22,1.65,0.01,0,0.01,0.03,1288.17,0.21,1773.98,207.25,0.15,1.3,603.22,0.45,-26.37,-29.74,0,-60.81,56.85,48.85,0,0,78.86,0,55.91,0,44.09,-538.08,34.89,2.01,2.29,-8.85,32.99,-7.98,-47.77,-52.87,66.41,-52.43,-35.21,-35.21,-15.83,-8.85,43.91,-16.53,56.85,33316,10991,-17613,2956,-39,-17652,-17466,1033,-5977,197367,143461,87020,62734,110185,-13.96,33316,22127,-17613,-17652,-186,-17466,-0.35,21886,74293,17172,143461,197367,62734,24287,87020,110347,26491,1033,5021,-11997,-5977,20514,143461,53907,197367,62734,24287,87020,110347,197367,0
2901,18,41713.982,29707,1.4,3141,23.78,16.65,6.11,0.05,0.17,0.01,0.03,566.99,0.48,801.19,862.07,0.34,0.31,102.44,2.64,32.17,37.79,-52.2,-5.37,20.61,35.92,1.53,35.37,22.61,1.27,81.56,0.02,18.44,-1244.93,105.08,3.09,4.55,5.71,79.13,6.15,31.07,21.61,19.87,18.25,54.04,54.04,7,5.71,48.71,5.04,20.61,123485,97715,26688,1341,4,26691,22541,3745,6316,394764,279103,72802,61340,312007,6.76,123485,24538,26688,26691,4150,22541,0.52,64457,49279,89668,279103,394764,61340,11462,72802,321963,6175,3745,-23002,25553,6316,12491,279103,115662,394764,61340,11462,72802,321963,394764,0
600135,24,55330.7099,26116,2.12,2468,37.56,17.71,-28.35,-0.25,-4.15,-0.05,-0.09,395.03,0.68,546.89,90.51,0.49,2.98,62.08,4.35,0.52,0.85,-35.37,-5.99,20,34.07,0,0,22.33,0,81.74,0,18.26,2489.65,88.1,3.61,4.41,1.12,13.78,1.1,2.66,2.37,85.78,2.23,6.56,6.56,1.37,1.12,8.35,13.41,20,162478,22391,3847,303,245,4092,3630,-15068,-21422,325075,234535,59345,53149,263197,1.31,162478,139371,3847,4092,462,3630,0.06,46825,44027,42860,234535,325075,53149,6196,59345,265730,67904,-15068,-7749,1232,-21422,46482,234535,90540,325075,53149,6196,59345,265730,325075,1
2681,29,182466.762,55934,3.26,7357,11.35,15.02,14.13,0.1,1.28,0.04,0.07,229.73,1.18,500.56,54.35,0.54,4.97,73.14,3.69,-21.81,13.77,0,-19.47,68.81,101.31,16.17,84.93,69.55,11.38,58.98,1.03,41.02,-767.89,35.5,1.07,1.38,3.21,19.18,2.88,6.97,5.87,80.49,5.34,7.01,7.01,5.45,3.21,7.84,6.2,68.81,239617,45958,14059,167,751,14810,12787,16418,-48683,397779,160102,163167,116175,238476,5.91,239617,192857,14059,14810,2023,12787,0.08,41238,50538,35772,160102,397779,116175,46991,163167,234613,75756,16418,-23093,-42018,-48683,27072,160102,237677,397779,116175,46991,163167,234613,397779,1
2811,28,27204.2598,13734,1.98,1711,49.44,15.49,18.19,0.11,0,0.05,0.18,743.19,0.36,957.79,29.15,0.28,9.26,117.14,2.3,-15.26,-12.34,-227.93,-45.92,58.69,45.75,0.98,45.3,92.82,0.51,51.86,0.01,48.14,-51.82,37.6,2.48,2.55,-1.92,27.51,-1.77,-7.33,-6.4,71.91,-6.29,-18.17,-18.17,-3.7,-1.92,15.63,-1.88,58.69,78551,21607,-5030,139,-44,-5074,-4944,14039,-23546,257989,196771,124192,77198,133798,-3.44,78551,56484,-5030,-5074,-130,-4944,-0.18,29024,34260,5132,196771,257989,77198,46994,124192,133798,46588,14039,-17682,-20181,-23546,23042,196771,61218,257989,77198,46994,124192,133798,257989,0
422,0,89786.6712,160037,0.56,7998,10.52,9.74,36.77,0.25,1.25,0.16,0.2,116.44,2.32,341.3,29.51,0.79,9.15,2.77,97.58,-1.82,97.15,34.79,4.5,191.73,197.73,36.94,124.69,197.69,19.68,33.59,-1.76,66.41,1661.37,48.43,0.62,0.75,13.18,20.81,12.9,21.23,17.48,78.61,16.31,293.79,293.79,39.23,13.18,3.26,17.04,191.73,1617081,336527,282640,47819,420,283060,263785,329220,75008,2001822,672162,1329364,895383,465015,60.87,1617081,1271182,282640,283060,19274,263785,2.4,433657,15875,120107,672162,2001822,895383,433981,1329364,672458,333699,329220,6391,-260981,75008,408707,672162,1329660,2001822,895383,433981,1329364,672458,2001822,1
601788,26,461078.7639,241693,1.91,8675,0,0,0,0.07,3.97,0.05,0,0,0,0,0,0,0,0,0,-0.13,11.6,4.17,0,4.04,384.08,3.88,369.17,284.08,1.05,26.04,0,73.96,0,0,0,0,1.38,0,1.41,107.8,0,0,0,74.91,74.91,5.31,1.38,0,40.75,4.04,892331,428507,428507,175080,-814,427693,345411,1369920,444057,25000152,0,18490984,0,6431379,5.82,0,0,428507,427693,82282,345411,0.68,6878578,199490,0,0,25000152,0,0,18490984,6509168,6329128,1369920,-286031,-640050,444057,6773185,0,0,25000152,0,0,18490984,6509168,25000152,0
601016,16,647507.6893,274040,1.83,1004,55.68,18.03,35.68,0.09,1.71,0.06,0.62,552.15,0.49,2795.03,30.55,0.1,8.84,375.1,0.72,2.55,13.9,76.62,48.81,183.31,247.21,56.76,106.91,212.63,41.98,31.99,9.83,68.01,335.56,26.12,1.23,1.26,3.47,59.32,3.51,67.33,40.26,40.23,36.37,27.98,27.98,10.84,3.47,20.27,1.89,183.31,385582,228732,155244,5,2984,158228,140237,240335,9096,4044519,846379,2750828,673594,1211684,11.27,385582,155133,155244,158228,17991,140237,0.26,175910,597574,18350,846379,4044519,673594,2077234,2750828,1293690,164127,240335,-131066,-99949,9096,173224,846379,3198139,4044519,673594,2077234,2750828,1293690,4044519,0
300665,24,19071.9649,9499,1.85,625,27.52,13.28,-19.79,-0.12,0,-0.08,-0.38,648.42,0.42,1231.75,143.58,0.22,1.88,273.94,0.99,14.76,-2.04,-521.38,-5.26,201.32,159.62,39.89,95.95,225.5,20.39,30.72,2.15,69.28,-54.18,9.6,0.92,1.23,-1.95,13.39,-2,-8.74,-9.48,86.11,-9.12,-19.65,-19.65,-6.34,-1.95,21.12,-2.64,201.32,37976,5085,-3599,69,25,-3574,-3462,-14595,-12216,177836,90628,123201,73735,52179,-5.67,37976,32702,-3599,-3574,-112,-3462,-0.17,7077,35922,22757,90628,177836,73735,49467,123201,54635,15885,-14595,-10755,13143,-12216,3668,90628,87208,177836,73735,49467,123201,54635,177836,0
670,29,81662.736,105886,0.77,159,54.72,25.16,6.77,0.07,1.89,0.05,0.04,141.72,1.91,202.93,32.02,1.33,8.43,101.08,2.67,15.03,47.56,-12.9,-4.27,382.82,141.89,0,0,384.29,0,20.65,0,79.35,601.65,3.64,0.72,0.89,2.83,7.38,2.89,3.41,3.28,92.59,2.18,5.5,5.5,13.69,2.83,3.19,-3.05,382.82,206474,15228,6764,-187,-19,6746,4491,8503,445,158926,112362,126110,125627,6963,10.45,206474,191166,6764,6746,2254,4491,0.01,4573,79774,22525,112362,158926,125627,483,126110,32816,2015,8503,-8708,699,445,2460,112362,46564,158926,125627,483,126110,32816,158926,0
2270,20,89622.5431,55632,1.61,1603,17.97,12.54,54.11,0.31,1.17,0.08,0.28,619.98,0.44,957.45,167.79,0.28,1.61,153.4,1.76,0.15,12.23,-25.45,9.87,30.33,44.76,10.29,40.16,33,8.62,75.19,0.17,24.81,19594.37,168.33,4.08,4.68,6.55,47.37,6.79,40.94,27.54,51.06,24.1,32.26,32.26,8.71,6.55,15.75,1.75,30.33,119983,56838,33045,46,542,33587,28910,33870,37403,441291,292786,109506,62591,331538,8.73,119983,61260,33045,33587,4677,28910,0.34,105362,87438,37475,292786,441291,62591,46915,109506,331785,65540,33870,-835,-1087,37403,102943,292786,148505,441291,62591,46915,109506,331785,441291,0
688559,14,20172.65,9496,2.12,4060,30.1,46.4,1.32,0.01,0.36,0.01,0.03,621.98,0.43,781.48,454.7,0.35,0.59,96.8,2.79,55.82,27.8,495.12,130.9,333,80.93,11.54,71.59,342,2.95,22.62,0.32,77.38,1633.25,24.81,0.56,1.13,2.66,32.95,3.15,12.15,9.64,65.78,9.11,107.05,107.05,11.74,2.66,12.06,0.84,333,237079,78113,22844,251,-60,22784,21594,7747,20804,813125,664238,629162,588607,184063,12.87,237079,155956,22844,22784,1190,21594,1.09,146033,103316,337305,664238,813125,588607,40555,629162,183963,78233,7747,-4247,16816,20804,99038,664238,148887,813125,588607,40555,629162,183963,813125,0
2675,24,82459.5705,24475,3.28,2128,47.98,33.93,24.88,0.22,1.58,0.07,0.22,315.2,0.86,795.76,171.8,0.34,1.57,87.15,3.1,12.32,11.64,10.16,-1.93,47.78,87.62,4.87,83.36,48.96,3.43,67.13,0.27,32.87,-1708.95,52.3,1,1.44,4.5,41.35,4.74,21.53,17,57.87,13.96,46.42,46.42,6.71,4.5,20.02,-5.95,47.78,274144,113365,46603,-2600,-164,46439,38279,60593,44316,850256,350111,279472,243537,497843,7.08,274144,158635,46603,46439,8160,38279,0.41,126855,91162,106621,350111,850256,243537,35935,279472,570784,73592,60593,-34663,17358,44316,117909,350111,500145,850256,243537,35935,279472,570784,850256,1
