to_id,from_id
600999,600036
600999,600036
600999,600036
600999,600036
600999,600036
600999,600036
600999,600036
600999,600036
600999,600036
600999,600036
600999,600036
600999,600036
600999,6861
600999,6861
600999,6861
600999,508077
600999,508077
600999,508077
600999,5339
600999,5339
600999,5339
600999,600036
600999,600036
600999,600036
600999,600036
600999,600036
600999,600036
