,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苏州宇邦新型材料股份有限公司,20,"10,400.000000",10799,0.96,284,12.68,9.86,-43.48,-0.43,-4.33,-0.16,-0.23,276.67,0.98,313.23,27.35,0.86,,9.87,77.82,3.47,78.12,107.98,24.33,63.72,,,55.47,15.89,,,,55.49,,,64.31,,35.69,"-6,294.68",45.09,2.34,2.52,3.58,11.33,4.52,6.79,5.98,88.49,5.24,72.66,72.66,5.57,3.58,,1.43,3.23,55.47,"144,170","16,337","8,616",83,202,"8,818","7,556","-32,709","14,292","210,854","189,308","75,249","75,220","135,605",8.30,"144,170","127,583","8,616","8,818","1,262","7,556",0.87,"33,918","48,946","13,335","189,308",,"210,854","75,220",29,"75,249","135,605","12,588","-32,709","-24,788","70,687","14,292","26,880","189,308","21,546","210,854","75,220",29,"75,249","135,605","210,854"
神州高铁技术股份有限公司,33,"278,079.534600",96257,2.89,2240,55.18,56.83,6.72,0.05,,0.03,0.36,"1,669.76",0.16,"3,465.98",533.07,0.08,,0.51,745.03,0.36,-9.45,-21.31,,-9.18,,,109.63,122.33,,10.12,109.95,130.81,,4.88,43.33,1.11,56.67,-36.26,17.75,0.87,1.10,-1.44,37.21,-1.41,-15.65,-17.83,61.82,-18.13,-6.17,-6.17,-3.32,-1.44,,52.35,-41.39,109.63,"94,712","35,247","-16,885","7,250",-185,"-17,070","-17,167","34,169","-18,543","1,193,209","560,787","676,239","508,571","503,239",-3.34,"94,712","58,554","-16,885","-17,070",97,"-17,167",-0.06,"90,249","243,794","119,548","560,787",,"1,193,209","508,571","167,668","676,239","516,970","98,299","34,169","-3,785","-48,962","-18,543","79,757","560,787","632,422","1,193,209","508,571","167,668","676,239","516,970","1,193,209"
秦川机床工具集团股份公司,,"89,937.091000",97614,0.92,9898,16.03,10.21,-2.68,-0.02,-0.40,-0.01,-0.03,420.23,0.64,707.73,190.07,0.38,,1.42,72.58,3.72,8.62,6.69,-22.65,-23.89,,,90.22,82.89,,8.09,76.19,104.30,,4.31,48.95,0.22,51.05,"1,205.45",32.54,0.95,1.49,2.69,17.67,2.77,8.07,7.52,81.20,7.26,24.99,24.99,5.49,2.69,,10.75,3.33,90.22,"309,645","54,699","23,276",794,-20,"23,256","22,472","-8,940","-24,911","836,132","496,887","426,869","333,207","343,758",6.19,"309,645","251,423","23,276","23,256",783,"22,472",0.23,"108,436","99,104","179,579","496,887",,"836,132","333,207","93,662","426,869","409,263","115,152","-8,940","-21,725","5,563","-24,911","90,241","496,887","339,245","836,132","333,207","93,662","426,869","409,263","836,132"
山东双一科技股份有限公司,22,"16,534.891900",19387,0.86,1771,11.52,12.87,-9.07,-0.09,-0.90,-0.02,-0.05,438.45,0.62,641.94,98.40,0.42,,2.74,127.45,2.12,12.37,1.13,-66.71,-5.40,,,31.20,42.07,,,,33.26,,,75.04,,24.96,-145.26,54.65,2.28,2.92,2.36,18.23,2.45,8.13,6.94,80.86,5.84,24.93,24.93,3.14,2.36,,3.69,-15.00,31.20,"71,031","12,946","4,929",-748,8,"4,937","4,146","-3,737","-14,083","176,003","120,432","43,926","41,203","131,835",3.13,"71,031","57,439","4,929","4,937",791,"4,146",0.25,"22,517","35,973","26,487","120,432",,"176,003","41,203","2,723","43,926","132,077","28,611","-3,737","-8,315","-3,821","-14,083","14,528","120,432","55,571","176,003","41,203","2,723","43,926","132,077","176,003"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安记食品股份有限公司,27,"23,520.000000",22499,1.05,398,16.58,10.55,4.47,0.04,0.26,0.01,0.01,251.28,1.07,427.42,29.10,0.63,,9.28,9.46,28.54,-1.04,-0.52,-55.00,0.64,,,17.52,48.50,,,,17.68,,,84.97,,15.03,-592.70,117.59,3.55,3.95,2.54,16.03,2.53,4.95,4.58,83.50,4.01,6.87,6.87,2.99,2.54,,8.54,4.15,17.52,"40,293","6,458","1,844",76,0,"1,844","1,615",422,"-4,693","63,467","37,310","9,537","9,446","53,930",2.97,"40,293","33,646","1,844","1,844",229,"1,615",0.07,"11,108","1,612","3,779","37,310",,"63,467","9,446",91,"9,537","53,930","15,693",422,"-2,446","-2,940","-4,693","11,000","37,310","26,156","63,467","9,446",91,"9,537","53,930","63,467"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重庆银行股份有限公司,,"347,453.656300",71946,4.83,4839,0.0,0.0,,-0.02,-2.62,-0.02,,,,,,,,,,,9.40,8.96,5.23,,,,0.00,"1,262.30",,,,"1,162.30",,,7.92,,92.08,,,,,0.66,,0.69,211.15,,,,127.69,127.69,8.35,0.66,,,26.80,0.00,"1,065,729","537,952","537,952","144,684",-729,"537,223","443,667","-1,161,592","-485,464","67,031,763",,"61,721,484",,"5,099,711",9.48,,,"537,952","537,223","93,556","443,667",1.22,"3,424,264",,,,"308,180","67,031,763",,,"61,721,484","5,310,279","1,702,856","-1,161,592","-1,258,572","1,899,820","-485,464","1,217,393",,,"67,031,763",,,"61,721,484","5,310,279","67,031,763"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苏州银行股份有限公司,18,"366,672.864100",67166,5.46,4919,92.01,0.0,,0.00,0.08,0.00,,,,,,,,,,,14.75,18.97,23.90,,,,0.00,"1,277.19",,,,"1,177.19",,,7.83,,92.17,,,,,0.64,,0.67,132.59,,,,88.36,88.36,8.12,0.64,,,27.63,0.00,"902,512","390,068","390,068","108,938","-1,611","388,458","323,984","27,408","-382,286","50,958,144",,"46,968,284",,"3,802,443",9.16,,,"390,068","388,458","64,474","323,984",0.89,"1,982,909",,,,"259,589","50,958,144",,,"46,968,284","3,989,860","1,437,644","27,408","-1,428,542","993,610","-382,286","1,055,358",,,"50,958,144",,,"46,968,284","3,989,860","50,958,144"
首华燃气科技(上海)股份有限公司,19,"26,853.509800",20613,1.30,429,33.1,13.75,43.02,0.15,3.04,0.06,0.33,291.01,0.93,"1,447.72",10.93,0.19,,24.71,19.59,13.78,11.34,7.19,13.13,17.82,,,34.24,137.66,,8.73,125.65,70.83,,5.60,58.54,1.13,41.46,458.34,43.23,1.31,1.34,2.05,26.23,2.01,17.22,14.72,71.53,10.77,60.31,60.31,3.50,2.05,,11.01,0.12,34.24,"150,389","39,449","22,144",215,-189,"21,955","16,196","49,158","-90,391","790,986","153,551","327,950","114,256","304,524",3.28,"150,389","107,580","22,144","21,955","5,759","16,196",0.37,"49,396","10,982","4,315","153,551",,"790,986","114,256","213,694","327,950","463,035","134,895","49,158","-108,811","-31,172","-90,391","44,505","153,551","637,435","790,986","114,256","213,694","327,950","463,035","790,986"
宁波三星医疗电气股份有限公司,15,"140,797.655300",26447,5.32,6573,35.37,47.71,3.78,0.03,0.31,0.01,0.03,312.50,0.86,603.89,70.28,0.45,,3.84,87.41,3.09,15.74,7.48,6.56,35.23,,,62.96,84.55,,,,70.84,,,58.53,,41.47,"9,542.82",44.06,1.13,1.37,4.48,27.75,4.65,14.68,12.08,71.61,10.39,50.93,50.93,7.65,4.48,,11.67,3.32,62.96,"690,146","191,488","83,402","1,173","1,649","85,052","71,705","22,322","-73,103","1,600,490","808,428","663,655","589,802","928,575",7.44,"690,146","494,242","83,402","85,052","13,347","71,705",0.50,"228,666","248,438","142,308","808,428",,"1,600,490","589,802","73,853","663,655","936,835","270,368","22,322","-16,968","-78,750","-73,103","197,265","808,428","792,061","1,600,490","589,802","73,853","663,655","936,835","1,600,490"
中粮生物科技股份有限公司,24,"186,527.359600",129731,1.44,8413,19.33,4.74,31.85,0.29,1.66,0.09,0.11,138.55,1.95,327.55,81.55,0.82,,3.31,20.47,13.19,-1.60,6.26,4.08,-17.50,,,43.76,84.45,,2.00,82.76,46.45,,1.40,68.28,0.10,31.72,"-15,836.23",26.97,0.74,1.49,5.46,11.79,5.46,9.38,8.55,87.79,6.63,52.93,52.93,8.00,5.46,,3.65,0.54,43.76,"1,489,632","175,560","127,426",-221,911,"128,337","98,726","164,025","27,737","1,807,890","765,338","573,418","514,937","1,196,073",8.21,"1,489,632","1,307,786","127,426","128,337","29,611","98,726",0.52,"138,894","141,230","384,729","765,338",,"1,807,890","514,937","58,482","573,418","1,234,472","110,939","164,025","-32,677","-106,392","27,737","138,676","765,338","1,042,552","1,807,890","514,937","58,482","573,418","1,234,472","1,807,890"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
昆山新莱洁净应用材料股份有限公司,22,"22,655.930700",10146,2.23,2437,13.05,19.86,6.33,0.05,0.40,0.03,0.06,293.70,0.92,443.71,223.84,0.61,,1.21,82.35,3.28,34.78,25.32,128.60,34.64,,,131.78,77.91,,14.91,66.30,134.37,,7.47,42.67,0.42,57.33,"1,436.67",12.86,0.62,1.37,7.64,28.49,8.42,19.71,15.98,71.18,13.83,121.53,121.53,17.91,7.64,,9.50,-0.07,131.78,"199,043","56,706","31,806",,-22,"31,784","27,534","11,123","-3,429","360,225","240,471","206,524","175,620","152,909",19.47,"199,043","141,671","31,806","31,784","4,249","27,534",1.21,"22,578","71,804","131,561","240,471",,"360,225","175,620","30,904","206,524","153,702","15,683","11,123","-21,559","6,938","-3,429","12,254","240,471","119,754","360,225","175,620","30,904","206,524","153,702","360,225"
宏润建设集团股份有限公司,28,"110,250.000000",74529,1.48,1955,47.21,42.51,2.78,0.03,1.46,0.02,0.06,684.76,0.39,885.25,171.42,0.31,,1.58,55.83,4.84,1.53,3.96,-18.28,-24.60,,,318.94,96.64,,22.42,74.98,321.65,,6.85,23.72,0.83,76.28,589.13,21.76,0.88,1.12,1.31,10.07,1.27,5.91,5.48,89.24,4.16,20.50,20.50,5.51,1.31,,2.78,2.27,318.94,"543,272","54,698","29,761",670,5,"29,766","22,596","33,051","-3,269","1,730,698","1,334,014","1,320,238","1,190,532","397,247",5.96,"543,272","484,833","29,761","29,766","7,171","22,596",0.21,"259,087","83,623","286,596","1,334,014",,"1,730,698","1,190,532","129,706","1,320,238","410,460","225,089","33,051","-4,090","-32,229","-3,269","221,820","1,334,014","396,684","1,730,698","1,190,532","129,706","1,320,238","410,460","1,730,698"
宝鸡钛业股份有限公司,,"47,777.753900",44412,1.08,4406,29.19,12.23,2.53,0.02,0.20,0.01,0.02,509.05,0.53,692.49,216.17,0.39,,1.25,112.69,2.40,19.89,3.54,15.21,10.47,,,93.37,53.81,,19.17,43.50,116.15,,10.97,46.26,0.26,53.74,"1,545.41",62.86,1.61,2.33,4.12,21.91,4.54,15.79,12.99,77.51,11.64,124.26,124.26,8.91,4.12,,4.99,1.09,93.37,"509,889","111,712","66,242",88,640,"66,882","59,370","11,748","130,993","1,439,894","1,081,425","773,754","463,953","614,205",8.27,"509,889","395,193","66,242","66,882","7,512","59,370",1.07,"291,647","276,838","333,205","1,081,425",,"1,439,894","463,953","309,801","773,754","666,140","135,026","11,748","-21,361","139,142","130,993","266,019","1,081,425","358,469","1,439,894","463,953","309,801","773,754","666,140","1,439,894"
宁波韵升股份有限公司,28,"111,236.805100",71269,1.39,3091,16.5,12.88,-37.01,-0.30,-2.97,-0.12,-0.20,292.97,0.92,424.13,167.61,0.64,,1.61,82.65,3.27,20.34,8.39,-10.16,92.52,,,63.47,49.54,,10.46,44.36,64.07,,7.12,60.95,0.19,39.05,"5,648.54",25.98,1.23,2.21,3.94,21.39,4.23,9.01,7.50,78.06,6.64,33.57,33.57,6.46,3.94,,4.89,5.91,63.47,"500,205","106,999","37,522","2,098",127,"37,649","33,201","-98,492","31,685","843,033","588,461","329,202","266,112","512,863",6.63,"500,205","390,457","37,522","37,649","4,447","33,201",0.34,"69,133","205,805","259,901","588,461",,"843,033","266,112","63,090","329,202","513,831","27,278","-98,492","63,718","66,422","31,685","58,963","588,461","254,572","843,033","266,112","63,090","329,202","513,831","843,033"
浙江泰福泵业股份有限公司,29,"9,080.000000",10668,0.85,779,6.8,10.27,12.99,0.12,0.46,0.03,0.07,303.68,0.89,607.15,175.74,0.44,,1.54,71.97,3.75,17.04,9.75,13.76,5.28,,,27.86,67.59,,,,30.58,,,76.58,,23.42,-163.80,47.87,1.11,2.26,6.06,19.05,6.42,19.82,16.11,80.26,14.43,64.11,64.11,7.92,6.06,,0.33,9.34,27.86,"40,348","7,686","6,502",608,-0,"6,501","5,821","2,660","-2,415","95,990","46,306","22,482","20,481","73,518",8.21,"40,348","32,382","6,502","6,501",680,"5,821",0.64,"9,805","9,882","23,473","46,306",,"95,990","20,481","2,001","22,482","73,508","11,447","2,660","-12,771","5,398","-2,415","9,033","46,306","49,684","95,990","20,481","2,001","22,482","73,508","95,990"
顾地科技股份有限公司,23,"59,719.680000",19870,3.01,1785,7.56,9.86,-0.41,-0.00,,-0.00,-0.01,220.44,1.22,644.70,105.44,0.42,,2.56,52.52,5.14,-22.65,-88.61,,-26.25,,,"2,164.77","1,533.76",,32.76,"1,031.31","2,220.06",,2.10,4.31,-0.04,95.69,-67.05,4.41,0.22,0.37,-5.30,12.69,-5.00,-11.03,-9.57,86.40,-11.95,-16.57,-16.57,-123.01,-5.30,,19.78,-1.00,"2,164.77","82,855","10,515","-7,931","1,957","-1,859","-9,790","-9,897",-700,-571,"186,674","63,267","178,628","170,260","6,647",-71.00,"82,855","71,584","-7,931","-9,790",107,"-9,897",-0.16,"7,474","15,080","26,297","63,267",,"186,674","170,260","8,368","178,628","8,046","7,620",-700,975,-846,-571,"7,049","63,267","123,408","186,674","170,260","8,368","178,628","8,046","186,674"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
江苏沙钢股份有限公司,23,"220,677.177200",108105,2.04,4229,9.25,7.05,10.86,0.10,0.93,0.04,0.05,168.28,1.60,309.46,44.82,0.87,,6.02,0.55,488.55,8.51,10.40,-54.09,-1.07,,,61.69,74.75,,,,64.09,,,60.94,,39.06,"16,741.77",14.36,1.12,1.45,4.41,9.59,4.56,6.69,5.98,90.09,5.23,32.97,32.97,7.23,4.41,,1.62,19.58,61.69,"1,391,418","133,399","83,229","14,329","2,447","85,676","72,752","67,342","52,909","1,650,103","898,444","644,514","620,301","638,062",6.81,"1,391,418","1,253,546","83,229","85,676","12,924","72,752",0.19,"89,082","4,843","203,945","898,444",,"1,650,103","620,301","24,213","644,514","1,005,589","16,560","67,342","-27,322","13,070","52,909","69,469","898,444","751,659","1,650,103","620,301","24,213","644,514","1,005,589","1,650,103"
长华控股集团股份有限公司,29,"47,150.535300",11705,4.00,2187,9.88,12.12,20.40,0.18,1.39,0.03,0.07,276.47,0.98,619.12,120.61,0.44,,2.24,51.11,5.28,35.29,37.99,-41.37,22.88,,,16.58,64.07,,,,19.31,,,83.81,,16.19,"-1,956.01",97.86,2.22,3.33,2.04,14.31,2.27,5.73,5.17,85.10,5.21,14.20,14.20,2.44,2.04,,5.13,50.47,16.58,"127,630","18,261","6,603","3,313",39,"6,642","6,651","9,222","22,126","325,294","150,623","52,658","45,211","272,636",2.65,"127,630","108,615","6,603","6,642",-9,"6,651",0.15,"44,245","23,711","50,136","150,623",,"325,294","45,211","7,447","52,658","272,636","22,120","9,222","-52,672","65,520","22,126","44,245","150,623","174,671","325,294","45,211","7,447","52,658","272,636","325,294"
厦门港务发展股份有限公司,,"74,180.959700",40670,1.82,4907,20.2,9.33,14.74,0.12,3.16,0.06,0.04,70.36,3.84,163.94,24.03,1.65,,11.24,15.17,17.80,7.60,25.84,7.19,9.53,,,96.47,112.49,,9.48,101.83,104.17,,5.13,48.98,1.84,51.02,352.70,35.92,0.78,1.07,1.97,2.80,2.08,1.76,1.71,97.09,1.26,32.87,32.87,4.02,1.97,,1.97,7.55,96.47,"1,929,457","54,012","33,053","1,911",634,"33,686","24,384","76,967","57,168","1,239,930","556,783","632,640","522,259","480,703",4.71,"1,929,457","1,873,299","33,053","33,686","9,303","24,384",0.30,"184,180","122,086","150,491","556,783",,"1,239,930","522,259","110,380","632,640","607,290","85,056","76,967","-30,238","15,275","57,168","142,223","556,783","683,147","1,239,930","522,259","110,380","632,640","607,290","1,239,930"
众业达电气股份有限公司,22,"54,454.360900",36000,1.51,3544,0.0,10.13,-5.85,-0.06,-0.51,-0.02,-0.02,172.40,1.57,206.71,48.86,1.31,,5.53,49.11,5.50,8.02,4.01,-2.41,-0.64,,,61.44,25.67,,,,62.67,,,61.47,,38.53,"-1,238.45",31.49,1.62,2.23,4.30,9.80,4.51,4.76,4.52,89.92,3.45,58.34,58.34,7.00,4.30,,4.87,-0.37,61.44,"920,479","90,228","41,573",-262,106,"41,680","31,771","-16,306","-34,171","738,495","621,973","284,511","278,949","449,483",7.12,"920,479","827,728","41,573","41,680","9,909","31,771",0.59,"87,841","219,259","169,390","621,973",,"738,495","278,949","5,562","284,511","453,984","86,390","-16,306","1,650","-19,572","-34,171","52,220","621,973","116,522","738,495","278,949","5,562","284,511","453,984","738,495"
金健米业股份有限公司,,"64,178.321800",144105,0.45,1336,25.3,6.14,32.95,0.31,,0.19,0.07,71.64,3.77,110.42,46.54,2.45,,5.80,5.15,52.44,-15.35,-11.18,-462.42,2.71,,,149.92,95.42,,,,159.02,,,38.61,,61.39,-128.05,18.70,0.48,1.09,-2.20,2.38,-2.07,-0.78,-0.79,97.41,-0.85,-6.49,-6.49,-5.69,-2.20,,3.35,11.05,149.92,"491,671","11,699","-3,875",-440,13,"-3,862","-4,163","36,168","7,485","189,649","119,783","116,432","109,769","67,309",-6.11,"491,671","478,931","-3,875","-3,862",300,"-4,163",-0.07,"20,528","8,389","67,237","119,783",,"189,649","109,769","6,663","116,432","73,217","12,746","36,168","-1,708","-26,971","7,485","20,232","119,783","69,866","189,649","109,769","6,663","116,432","73,217","189,649"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浙江海亮股份有限公司,21,"197,247.266600",15786,12.46,8584,13.9,7.08,8.65,0.06,1.19,0.03,0.02,96.25,2.81,153.01,34.32,1.76,,7.87,25.28,10.68,8.00,16.59,0.38,16.01,,,130.45,102.19,,22.68,79.01,156.33,,11.45,39.01,0.55,60.99,382.56,35.01,1.04,1.52,2.87,3.57,2.90,2.02,1.98,96.29,1.65,47.97,47.97,7.35,2.87,,1.93,12.91,130.45,"5,735,484","214,111","113,520","14,051",694,"114,214","94,350","112,293","3,240","3,290,871","1,978,870","2,007,024","1,298,063","1,218,783",8.03,"5,735,484","5,522,792","113,520","114,214","19,864","94,350",0.47,"454,497","503,745","626,166","1,978,870",,"3,290,871","1,298,063","708,960","2,007,024","1,283,847","259,257","112,293","-176,729","65,420","3,240","262,497","1,978,870","1,312,001","3,290,871","1,298,063","708,960","2,007,024","1,283,847","3,290,871"
唐山冀东水泥股份有限公司,,"265,821.357000",103904,2.56,22893,20.52,28.97,13.74,0.08,1.35,0.04,0.09,160.75,1.68,604.03,45.58,0.45,,5.92,17.47,15.46,1.44,-2.42,-42.86,4.38,,,60.95,138.01,,8.39,126.42,88.31,,4.87,53.10,-6.18,46.90,547.98,32.62,0.73,0.97,2.80,20.03,2.84,8.41,7.83,78.42,6.34,65.26,65.26,5.27,2.80,,13.43,6.92,60.95,"2,735,115","547,707","214,064","14,137",727,"214,791","173,470","234,477","-191,953","6,203,260","1,657,062","2,909,082","1,705,938","3,098,433",5.48,"2,735,115","2,144,992","214,064","214,791","41,320","173,470",0.61,"556,551","215,129","405,381","1,657,062",,"6,203,260","1,705,938","1,203,144","2,909,082","3,294,178","698,453","234,477","-187,484","-238,946","-191,953","506,500","1,657,062","4,546,198","6,203,260","1,705,938","1,203,144","2,909,082","3,294,178","6,203,260"
中国黄金集团黄金珠宝股份有限公司,12,"168,000.000000",73690,2.28,1239,43.99,2.91,-2.93,-0.03,-0.24,-0.01,-0.00,83.58,3.23,87.70,37.31,3.08,,7.24,10.08,26.79,1.67,7.00,9.55,-3.33,,,74.30,7.80,,,,77.55,,,56.32,,43.68,"3,975.48",78.30,1.23,2.28,5.06,3.69,5.31,2.19,2.05,96.18,1.73,36.67,36.67,8.99,5.06,,1.25,-5.34,74.30,"3,568,972","131,760","73,185","-7,088","3,020","76,204","61,608","-14,936","-65,752","1,216,393","1,162,986","531,279","509,012","676,685",9.19,"3,568,972","3,432,610","73,185","76,204","14,596","61,608",0.37,"398,571","154,121","536,649","1,162,986",,"1,216,393","509,012","22,267","531,279","685,114","461,262","-14,936","-3,414","-47,403","-65,752","395,510","1,162,986","53,407","1,216,393","509,012","22,267","531,279","685,114","1,216,393"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
广东因赛品牌营销集团股份有限公司,20,"10,990.384600",8735,1.26,631,77.34,18.7,33.57,0.32,1.41,0.07,0.18,386.49,0.70,700.39,,0.39,,,149.98,1.80,8.40,3.42,-32.87,-40.73,,,26.49,64.69,,,,27.43,,,78.47,,21.53,"-55,900.13",59.89,2.37,2.37,4.96,42.97,4.89,17.41,15.15,56.80,12.69,43.60,43.60,6.32,4.96,,30.04,15.43,26.49,"37,768","16,229","5,721",878,5,"5,726","4,792","6,739","-14,199","96,595","47,559","20,794","20,078","68,000",4.67,"37,768","21,451","5,721","5,726",934,"4,792",0.29,"12,025","21,136",,"47,559",,"96,595","20,078",716,"20,794","75,801","26,224","6,739","-16,898","-4,068","-14,199","12,025","47,559","49,036","96,595","20,078",716,"20,794","75,801","96,595"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陕西航天动力高科技股份有限公司,23,"63,820.634800",80789,0.79,2068,28.34,26.11,-7.85,-0.07,,-0.03,-0.13,790.86,0.34,"1,143.58",311.49,0.24,,0.87,214.66,1.26,-1.30,-5.10,,12.28,,,65.38,50.24,,,,69.26,,,59.08,,40.92,-97.07,43.80,1.20,1.82,-0.28,14.19,-0.28,-0.98,-0.94,84.76,-1.20,-1.65,-1.65,-0.47,-0.28,,14.47,4.04,65.38,"88,229","12,518",-833,,-35,-868,"-1,055","-11,544",948,"380,653","267,672","155,755","147,030","187,107",-0.91,"88,229","74,779",-833,-868,186,"-1,055",-0.03,"64,403","72,702","91,256","267,672",,"380,653","147,030","8,725","155,755","224,897","62,322","-11,544","5,805","6,687",948,"63,270","267,672","112,980","380,653","147,030","8,725","155,755","224,897","380,653"
北京赛微电子股份有限公司,14,"73,328.907200",55722,1.32,876,51.83,41.21,6.66,0.03,,0.01,0.08,"1,667.70",0.16,"3,435.11",134.59,0.08,,2.01,92.60,2.92,-3.02,-7.87,-205.30,-4.87,,,12.56,72.00,,,,24.77,,,80.15,,19.85,239.81,270.76,3.85,4.20,-0.81,30.02,-0.79,-13.29,-12.25,69.25,-10.00,-7.57,-7.57,-1.01,-0.81,,22.51,-112.36,12.56,"55,518","16,664","-6,801","7,693",-24,"-6,825","-5,552","4,613","-97,849","688,505","291,217","136,692","69,297","497,660",0.03,"55,518","38,445","-6,801","-6,825","-1,273","-5,552",0.00,"187,629","20,006","24,337","291,217",,"688,505","69,297","67,395","136,692","551,813","280,840","4,613","-84,810","-13,900","-97,849","182,991","291,217","397,288","688,505","69,297","67,395","136,692","551,813","688,505"
大商股份有限公司,30,"29,371.865300",26540,1.11,11311,19.98,8.72,15.99,0.09,1.75,0.05,0.17,468.75,0.58,900.30,325.46,0.30,,0.83,10.44,25.86,-9.10,-10.38,-21.56,-6.71,,,73.47,112.88,,,,126.49,,,44.15,,55.85,867.20,50.43,0.83,1.55,2.96,34.78,2.90,14.96,13.54,61.83,9.66,188.38,188.38,6.71,2.96,,24.70,1.57,73.47,"572,915","199,279","77,555","1,696",-484,"77,071","55,330","96,931","-11,195","1,868,654","937,330","1,043,595","606,158","798,134",5.88,"572,915","354,228","77,555","77,071","21,741","55,330",1.78,"305,695","25,704","433,506","937,330",,"1,868,654","606,158","437,437","1,043,595","825,059","251,117","96,931","17,659","-128,329","-11,195","239,921","937,330","931,325","1,868,654","606,158","437,437","1,043,595","825,059","1,868,654"
中兴-沈阳商业大厦(集团)股份有限公司,25,"41,571.894000",27115,1.53,1335,24.57,3.82,11.06,0.09,1.52,0.03,0.14,704.23,0.38,"1,230.07",73.12,0.22,,3.69,0.57,471.93,-4.04,4.85,-43.65,-18.09,,,39.20,61.45,,,,47.35,,,67.87,,32.13,-203.33,206.42,2.09,2.19,1.94,50.39,1.95,13.45,11.76,45.62,8.90,11.58,11.58,2.86,1.94,,38.84,1.91,39.20,"54,085","27,253","6,363",51,72,"6,435","4,813","7,311","20,111","248,420","144,816","79,824","66,094","168,493",2.87,"54,085","24,673","6,363","6,435","1,621","4,813",0.12,"136,429",162,"6,588","144,816",,"248,420","66,094","13,730","79,824","168,596","113,537","7,311","14,967","-2,167","20,111","133,648","144,816","103,604","248,420","66,094","13,730","79,824","168,596","248,420"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
