300049,0
688555,1
688086,0
301248,0
002031,0
000597,0
002999,1
002803,1
000698,0
002733,1
000404,1
600213,1
003026,0
003027,0
001209,0
600847,0
002186,1
002327,0
002162,1
002800,1
001217,0
603912,1
002095,1
603530,0
002531,0
002231,0
002766,1
002888,0
002235,0
002553,1
300204,0
300518,0
603696,0
000662,0
300812,0
002680,0
688503,0
603035,0
003033,0
300173,0
603580,1
300309,0
002653,0
300814,0
000868,0
000837,0
300718,0
002071,0
688261,0
002875,1
300817,0
301031,1
300199,0
301363,0
002487,1
688216,0
002356,1
688015,0
301169,0
301160,0
603192,0
603238,0
300614,0
002689,0
000899,0
300623,0
300108,0
002351,0
300700,0
301063,0
003025,0
000595,0
603003,0
001269,0
002137,0
300809,0
301112,0
301032,0
003042,0
000819,0
000887,1
300301,1
000150,1
605222,0
000564,0
300990,1
002383,0
603117,0
002504,0
002776,0
688266,0
000616,1
600136,0
600599,0
600889,0
603029,0
300421,1
605055,0
002657,0
603823,0
000979,0
301108,0
300671,0
002079,0
301229,1
839725,0
300159,1
603133,0
002997,0
002965,0
000521,0
603106,0
301000,0
000820,0
600644,0
300647,0
300643,0
301118,0
870508,0
600355,0
000722,0
002892,0
300201,1
003028,0
000981,1
301155,0
002084,0
300118,0
300407,0
688059,0
603933,0
301259,0
688337,0
300757,0
300936,0
000666,0
300505,0
603158,0
002220,0
603985,0
001267,0
603956,0
688226,1
600487,0
002795,1
601226,0
002205,0
300495,0
605288,0
002780,0
002561,0
002315,0
300971,0
603218,0
002289,0
600311,0
605123,0
600335,0
000957,0
300782,0
300065,0
002779,0
002248,0
002855,0
002751,0
002337,0
002909,0
002181,1
002529,0
688279,0
001338,1
300122,0
301333,0
600390,0
002014,0
600225,0
002329,0
605366,0
601798,0
600520,0
688685,0
688628,0
000678,0
603348,0
300720,0
300456,0
300566,0
301338,0
000606,1
300780,0
002490,0
688260,1
600769,0
300420,0
301125,0
002865,1
300237,0
300243,0
601890,0
688036,0
002915,0
601089,0
605389,0
002024,0
688223,0
603197,0
603667,0
300129,0
300680,0
688239,0
002637,0
301165,0
002197,0
688221,0
300510,0
688262,0
301263,0
301099,0
002334,0
600780,0
300893,0
002150,0
300297,0
002592,0
002658,0
688420,0
839680,0
603191,0
300881,0
300820,0
300772,0
000919,0
300044,0
300135,0
002559,0
000548,0
000993,0
600810,0
301256,0
603839,0
300730,0
301368,0
000889,0
002896,0
002241,1
603949,0
600698,0
688281,1
300554,0
300670,0
301106,0
300551,0
300926,0
300416,1
003004,0
605020,0
003036,0
000571,0
603358,0
002537,0
600452,0
300611,0
002308,0
600522,0
002357,0
688248,0
002520,1
603822,1
603655,0
300008,0
300593,0
001896,0
300491,0
002536,0
300410,0
688150,0
600150,0
872808,0
001309,0
300336,0
002341,0
002530,0
301038,0
000040,0
688051,0
600193,0
688687,0
605183,1
688659,0
300403,0
000023,0
002921,0
688176,0
300011,0
002662,1
603236,0
600476,0
301186,1
000810,0
603628,0
301005,1
300351,0
603179,0
603132,0
603286,0
000803,0
605117,1
688112,0
300723,0
002879,0
688032,0
601778,0
301168,0
002113,0
301129,1
002761,0
603048,0
600686,0
300988,0
300582,0
002685,0
600207,0
603508,0
300332,1
600960,0
002758,0
002656,0
300747,0
002278,0
603917,0
300827,0
688383,0
600353,0
002272,0
002207,0
688330,0
301199,0
301319,0
300305,0
603033,1
600478,0
605018,0
300222,0
605196,0
603982,1
603360,0
002101,1
002478,1
600537,0
688187,0
000068,0
002060,0
300125,1
300256,0
300140,0
603606,0
600243,0
688558,0
600609,0
002575,0
300024,0
300321,0
002423,0
605258,0
603895,0
603721,0
603306,0
300415,1
688156,0
002355,0
002454,0
002922,1
002633,0
301226,0
603011,0
301273,0
300179,0
688308,0
001236,0
601218,0
688309,1
300690,0
600202,0
603701,0
600821,0
300707,0
600400,0
300443,0
002005,0
688302,0
600099,0
601399,0
300128,0
300998,0
603929,0
000530,0
301388,0
000043,0
300969,0
300479,0
002981,0
002204,0
002666,0
002498,0
603329,0
002893,1
300005,0
001238,0
688148,1
002655,0
002748,0
600879,1
600766,0
002364,0
